Date,Comment
2025-12-04T02:41:16Z,dimenit sampai menit gw penasaran sih siapa yang mempersulit pak pur yah netizen bisa cari tau nggak kepo niih
2025-12-04T06:05:25Z,birokrasi lah siapa lagi
2025-12-04T02:39:45Z,makanya korsel budaya kerjanya tertinggi didunia krn dimulai dr wajib militer
2025-12-04T02:37:20Z,saya seorang ibu rumah tangga dan sangat bisa menikmati obrolan bapak keren ini trimakasih pak gita
2025-12-04T02:35:38Z,kalau pak gita yang jelasin saya gak ngerti tapi kalau pak purbaya yang jelasin mudah sekali dipahami
2025-12-04T02:35:29Z,undang ichsanudin noorsy dong
2025-12-04T05:37:03Z,ekonom emosian malesin
2025-12-04T02:32:53Z,my fave minister
2025-12-04T02:29:25Z,goks
2025-12-04T02:27:53Z,duet maut bukan duet dangdut
2025-12-04T02:27:44Z,jarang melihat pak gita podcast tapi terlihat lebih antusias lebih santai dan banyak ketawa biasanya pak gita mengikuti siapa narasumbernya
2025-12-04T02:24:35Z,saya mau pak minta tolong sekolahin saya supaya pinter
2025-12-04T02:24:08Z,berasa sedang belajar matkul ekonomi
2025-12-04T02:23:32Z,saling berdiskusi dan keduanya paham ekonomi mantap
2025-12-04T02:22:16Z,akhirnya keresahan tentang pendidikan pak gita ada yg respon
2025-12-04T02:20:33Z,wah ini sih obrolan langit
2025-12-04T02:19:32Z,rahasia yang selama ini rakyat tidak tahu
2025-12-04T02:18:45Z,nyambung tu pak obrolannya ajak masuk pak
2025-12-04T02:18:27Z,pembicaraan berbobot dan sangat mendukung usaha mencetak orang indonesia menjadi lebih lebih pintar lagi untuk kemajuan indonesia
2025-12-04T02:18:11Z,pak beasiswa s nya hanya untuk karyawan lps aja ya beasiswa s ekonomi untuk pns daerah ada kesempatan kah pak
2025-12-04T02:17:58Z,keren dialog berimbang dari dua orang expert dan saling mengisi
2025-12-04T02:16:30Z,wow terlalu mewah bukan sembarang podcast terimakasih pak gita
2025-12-04T02:16:04Z,perbanyak podcast seperti ini
2025-12-04T02:11:05Z,podcast keren
2025-12-04T02:08:59Z,saya juga pengen lho sekolah lagi jurusan psikologi tapi dengan banyak pertimbangan akhirnya otodidak aja lah semoga bermanfaat kayak yang diberikan pada cak nun aamiin
2025-12-04T02:06:03Z,kelas semester yg per semesternya durasinya usia pak pur plus pak gita lipat waktu gratis yg mahal tks end game
2025-12-04T02:05:01Z,ni yang komen nyanjung semua penting untuk nkri iye tau tapi gak ada yang bahas substansi omongannya apa
2025-12-04T02:12:10Z,cair cair
2025-12-04T02:20:57Z,t x apa tug cair lu pikir komentar kritis buzzer siapa pihak yg anti purbaya cobak kasik tau gw doi media darling prabowo masak ada buzzer yg jelekin
2025-12-04T02:03:23Z,org pintar bnyk pak panggungnya gak ada
2025-12-04T02:03:22Z,mungkin karena pak gita dosen bahasanya quot tinggi quot bahasa quot dewa quot yang dibumikan oleh pak purbaya
2025-12-04T02:03:15Z,reaksi gw sepanjang podcast anj ini orang pinter ngobrol serem kali
2025-12-04T02:03:06Z,setuju pertumbuhan ekonominya dulu
2025-12-04T02:02:11Z,obrolan menkeu amp gita yg membuka wawasan saya sebagai guru math
2025-12-04T02:01:04Z,percayalah kalau semua jajaran menteri bisa kerja seperti beliau indonesia pasti lebih maju heheheterimakasih pak gita sudah mengundang beliau
2025-12-04T01:55:25Z,masterclass
2025-12-04T01:55:02Z,ini beneran menteri pak gita juga seorang ekonom obrolan mewah
2025-12-04T01:53:50Z,bismillah indonesia emas
2025-12-04T01:51:05Z,gak ada yg mudah yg mahal dari pembentukan karakter adalah cerita perjalananya terimakasih pak gita
2025-12-04T01:48:47Z,omongan berkelas
2025-12-04T01:48:10Z,salah podcast terkeren yanh pernah saya nonton saya berharap pemerintah benar memikirkan bahwa membangun negara ini salah satunya diisi orang pandai yang membangun negara bukan generasi yg dicekokin konten tiktok dll sehingga waktu mereka habis untuk scrolling
2025-12-04T01:47:08Z,top quality podcast pak gita
2025-12-04T01:45:47Z,wah ada pak purr
2025-12-04T01:45:45Z,bismillah bisa lanjut s amp s pak
2025-12-04T01:45:22Z,utk pak gita yang terhormat kalau boleh frekuensi dipercepat dong saya pencinta acara bapak tapi lamanya ampun gemes pak menanti yg terbaru
2025-12-04T01:44:44Z,blom jam udh rb yg nntn luar biasa pak purbaya ini
2025-12-04T01:43:13Z,undang gibran
2025-12-04T01:37:06Z,tipikal blak an bodo amat tapi terukur nya mirip alm rizal ramli
2025-12-04T01:36:57Z,gila keren bgt kontennya pak gita thanks for the video pak
2025-12-04T01:36:48Z,quot mereka banyak melirik kita sendiri yang mempersulit quot dhuarr
2025-12-05T06:54:31Z,pemerintah itu cerminan dari rakyat
2025-12-05T10:51:34Z,yup kalau mau blak blakan pemerintah begini karena rakyatnya yang botol
2025-12-04T01:35:39Z,indonesia perlu banyak orang pinter dan jujur gak korupsi
2025-12-04T01:35:18Z,keren rezim saat ini benar memperhatikan sdm betul bahwa sdm berkualitas modal utama pasti akan lebih baik contoh dg sdm berkualitas rakyat cenderung akan memilih pemimpin yg kredibel baik nasional maupun lokal tidak akan tergiur bansos kalo bansos menjadi alasan memilih khawatir nanti rakyat dibuat ketergantungan dibuat banyak yg miskin bansos semata untuk jaring pengaman sosial jps
2025-12-04T01:34:13Z,wah wow kata yang mewakili saat akhirnya mata dan pikiran saya terbuka
2025-12-04T01:32:49Z,obrolan yang bukan kaleng kaleng
2025-12-04T01:31:46Z,sayangnya pemimpin kita gak mau rakyatnya pinter
2025-12-04T01:29:35Z,daging semua isi nya
2025-12-04T01:28:26Z,obrolan quot keren quot bkin melek dan optimis indonesia cerah
2025-12-04T01:27:56Z,keren istri pak purbaya
2025-12-04T01:24:27Z,gokil juga istrinya wkwkwk
2025-12-04T01:22:03Z,ups juta orang dari berbagai negara sulawesi chinajateng koreajabar afrikabanyak dah x
2025-12-04T01:21:49Z,terimakasih obrolannya menarik
2025-12-04T01:20:41Z,gokill
2025-12-04T01:18:25Z,mendengar orang ini ngobrol optimisme dalam diri terhadap negeri ini kembali bersemi skeptisisme yang selama beberapa tahun ini menjamur seakan terbasuh
2025-12-04T01:16:38Z,yg perlu dilakukan indonesia adlh menduplikasi purbaya utk jd dosen pasti akan banyak org yg paham ilmunya disemua lini
2025-12-04T01:15:27Z,pak gita tolong berikutnya ngundang bahlil
2025-12-04T01:20:34Z,nanti yang dibahas malah etanol
2025-12-04T01:12:29Z,daging semuasemua yg dijelaskan sangat mudah dipahami
2025-12-04T01:12:21Z,luar biasa daging semua thank pak gita
2025-12-04T01:12:12Z,yang sya salut dari tokoh besar ini kalo dirasa ada yng kurang jelas nanya tanpa gengsi klo ya gw ga paham arahnya kemna quot maksudnya gimna quot aahh kereen
2025-12-04T01:22:14Z,tdk berpura tahu yang akhirnya jawabanya tdk sinkron atau blunder
2025-12-04T01:09:13Z,jauh dr bahasa politis ini murni
2025-12-04T01:09:04Z,mereka banyak yang ngelirik kita aja yang mempersulit
2025-12-04T01:08:48Z,denger gini jd pngen skolah lanjut s euy hha
2025-12-04T01:08:26Z,wah luar biasa ini org jenius diskusi kt perlu lbh byk org cerdas lg
2025-12-04T01:06:32Z,keren kayak baca resume ekonomi global ini
2025-12-04T01:02:55Z,andai petinggi amp pejabat negara ini semuanya seperti org ini
2025-12-04T01:01:47Z,indonesia membutuhkan banyak orang pinter ok noted
2025-12-04T00:59:26Z,boleh spill buku ekonomi yang dibaca pak purbaya
2025-12-04T04:21:16Z,yang disebutkan di video ini macroeconomics of self fulfilling prophecies roger farmer
2025-12-04T00:57:53Z,tumben pak gita kelihatan kurang confident
2025-12-04T00:57:16Z,hebat pemikiranya pak purbaya semoga banyak pemimpin seperti ini
2025-12-04T00:56:18Z,terimakasih pencerahannya
2025-12-04T00:55:14Z,pak dulu tinggal dmn istri bisa antar rantang tinggal sekitar marsteller st kayaknya atau s chauncey st tu deket perpus
2025-12-04T00:53:36Z,orang cerdas serasa kuliah sks
2025-12-04T00:50:08Z,anes baswwdan yg sok pinter kalau jauh sm pk purbaya hayo mau ngadu ilmu apa anes sm pk purrbaya
2025-12-04T00:49:32Z,akhirnya pak gita ketemu menkeu untuk menampung curhatan tentang kendala sektor pendidikan khususnya gaji guru yang kecl dan penciptaan sarjana stem dan ternyata menkeu purbaya inline dengan pemikiran ini
2025-12-04T00:48:29Z,pak gita lemari kiri baris kedua dari atas sudah mulai melendut risk management terhadap potensi incident
2025-12-04T00:46:36Z,orang langka hebat
2025-12-04T00:46:09Z,ihsg to the moon to the moon to the moon
2025-12-04T00:44:22Z,mantap orang keuangan basicnya teknik logikanya bagus
2025-12-04T00:43:35Z,nambah pengetahuan ttg ekonomi
2025-12-04T00:41:27Z,sehat ya pak purbaya dan pak gita aamiin
2025-12-04T00:40:02Z,pak purbaya hebat pasangannya gak kalah hebat rupanya
2025-12-04T00:39:08Z,ini anak pak pur kagak buka kelas woii
2025-12-04T00:37:14Z,luar biasa pak purbaya dan pak gita
2025-12-04T00:33:25Z,penting nya stem sains teknologi engineering mathematics
2025-12-04T00:33:02Z,obrolan orang yang ijazahnya gak mesti dipertanyakan lagi
2025-12-04T00:28:42Z,berasa mendapatkan oase harapan besar untuk indonesia bisa menjadi negara maju terima kasih pak gita dan pak purbaya what a great conversation
2025-12-04T00:26:11Z,obrolan antar orang super hebat
2025-12-04T00:25:20Z,obrolan yang sangat mewah
2025-12-04T00:24:42Z,kita itu hanya produksi buzzer dan hoax terbesar krn banyak kepentingan org serakah
2025-12-04T00:23:52Z,pak yudhi orang lapangan kita butuh menteri pekerja bukan menteri menara gading
2025-12-04T00:19:51Z,semoga alloh azza wa jalla memudahkan langkah pak menkeu dalam mengelola keuangan negara aamiin
2025-12-04T00:19:14Z,srimul kerjaannya apa ya kmrin
2025-12-04T00:18:50Z,terlalu daging terlalu inspiratif
2025-12-04T00:18:08Z,bagaimana kita bisa mengikuti kuliah disitu
2025-12-04T00:17:58Z,gilaakk ini podcast tingkat dewa
2025-12-04T00:17:39Z,semoga alloh mudahkan pakbapak
2025-12-04T00:13:58Z,harus cari posisi duduk yg nyaman snack kopi baru saya akan nonton episode ini
2025-12-04T00:12:53Z,jiwa nasinalisme genz
2025-12-04T00:09:45Z,terimakasih mengundang pak purbaya sangat tepat
2025-12-04T00:08:13Z,podcast menarik wapres kita kasih lpdp ngak usah ditest biar pinter jangan cuman tamatan aja smk yg pasti juga
2025-12-04T00:07:56Z,akibat menteri sebelum nya goblok
2025-12-04T00:06:59Z,salam kenal dan salam sehat dari taiwan buat pak purbaya dan pak gita gbu
2025-12-04T00:03:54Z,fokus pada mereka selalu ada kata terselip insha allah sepertinya yg cerdas tidak hanya otaknya saja
2025-12-04T00:03:52Z,tontonan yang mewah
2025-12-04T00:02:48Z,gila terlalu mewah ini obrolan
2025-12-04T00:02:34Z,jgn biarkan masyarakat hidup dari mengais sampah
2025-12-04T00:02:20Z,gita wiryawan next wakil presiden ri
2025-12-03T23:57:31Z,mentri gue nih senggol dong
2025-12-03T23:53:45Z,distribusi kan ada tuh pos id
2025-12-03T23:53:20Z,orang yang cuma mengandalkan mulut ga bs berkutik berhadapan dengan orang pinter yang menggunakan otaknya secara maksimal seperti ini
2025-12-03T23:52:35Z,sekolah dgn begitu banyak swasta guru sukarelawan sebegitu banyak banyak yg per bulan hanya dpt rb
2025-12-04T00:51:17Z,do sent s s itu nggak perlu digaji biasanya mereka sudah berkomitment dgn pendidikan kecuali disuruh melakukan penelitian atau misi pencapaian target
2025-12-03T23:51:39Z,kirim saya pak wkwkwmichigan gpp lah
2025-12-03T23:50:37Z,ini buku apa ya ga kedengeran
2025-12-04T02:36:57Z,milton friedman dan bernanke books
2025-12-03T23:48:02Z,terima kasih banyak pak gita
2025-12-03T23:47:35Z,mantap pengalaman presiden
2025-12-03T23:46:13Z,alhamdulillah secercah cahaya untuk indonesia yang lebih baik
2025-12-03T23:41:09Z,salah satu biar investasi kondusif itu pemantauan ormas banyak bisnis yang dipalak ormas
2025-12-03T23:37:47Z,bro purbaya bereskan bpjs nga semua orang bisa beli bpjs hrs dipriksa pajaknya dan kalau miskin tetap low income free for bpjs anda pernah sekolah diamerika salah satu universitas terbaik ini hrs dibereskan yg bayar pajak bagus masih tinggal dirumah mertua indah hrs anda bantu apalagi first time buyer tolonglah mereka thanks you salam hormat dari jauh from boise idaho usa
2025-12-03T23:34:30Z,keren pak pur
2025-12-03T23:24:33Z,nanti ditanya suryo kok ndak ada ijasahnya s kok lulus s
2025-12-03T23:23:13Z,nguping pembicaraan dua orang hebat
2025-12-03T23:20:55Z,waduu
2025-12-03T23:19:54Z,msh orangnya bpk opung dan bpk jokowi setuju dgn ucapan bpk purbaya ank gen z pda
2025-12-03T23:18:16Z,betul thn jaman suharto mau ekonomi dunia gonjang ganjing mau perang iran irak rakyat indonesia damai sj ga merasakan dampak apa ga ada cerita harga apapun melonjak mau musim hujan mau musim kemarau artinya kebijakannya bener
2025-12-03T23:17:27Z,banyak pr negara ini terutama sdm guru untuk mencetak generasi baru
2025-12-03T23:16:25Z,enak dengerin orang pintar
2025-12-03T23:15:51Z,yang ditunggu tunggu
2025-12-03T23:15:23Z,seorang mentri keuangan diwawancara oleh seorang ekonom pemikirannya satu ide bahasannya kongkrit anti normatif anti mendongeng ini terlalu ekslusif kapan kalian terakhir dapat tontonan semewah ini
2025-12-04T00:46:51Z,memang beda bila yang wawancara dan diwawancara ahli semua kita dapat ilmu yang real karena disana ada data dan teori
2025-12-04T02:15:19Z,menjadi inklusif
2025-12-04T03:05:52Z,setuju sangat dgn naratif ini wpon sy rakyat my tk
2025-12-04T03:21:37Z,setuju brasa dpt kuliah ekonomi tingkat doktoral gratis luar biasa mendengarnya lgsg brasa mindonesia akan cerah
2025-12-04T03:42:18Z,berasa kuliah dengan dosen yg berkelas
2025-12-03T23:14:31Z,omongan para dewa ekonom indonesia
2025-12-03T23:13:35Z,menyala pak
2025-12-03T23:07:46Z,denger solusi dr menkeu yg ini beda dr yg lama suces pak purbaya
2025-12-03T23:07:00Z,yang super aneh kenapa menko perekonomian gak pernah ngomong kenapa pak purbaya yg justru ngomong dan harus bertindak dan seolah sebagai penanggung jawab sektor perekonomian ini yg menko ekonomi siapa sih sebenarnya
2025-12-03T23:02:49Z,baseline standard ministry
2025-12-03T23:01:58Z,isi podcast bermutu sekali tspi apa pemerintah keseluruhan siap aksi p purbaya tdk cukup terlalu lama kalo menteri teknis tidak berubsh mengikuti aksinya presiden hrs berani mengganti menteri teknis yg tdk produktif dengan yg cerdas dan visionir berbasis partai u dukungan ga apa tapi bukan elite politikus yg diangkat tapi yg stem terbukti dan visioner
2025-12-03T23:01:52Z,kalau semua menteri pinter dan ngerti bidangnya sebaik ini indonesia emas bukan cuma mimpi sih
2025-12-03T23:01:12Z,tks sir gita inviting this man
2025-12-03T23:00:19Z,masalahnya pada mau gak susah sekolah nanti pada milih masuk parpol aja kayak senior nya
2025-12-03T22:59:39Z,kenapa harus lokal
2025-12-03T22:57:00Z,mantap kami tetap mendukungmu pak mentri dalam doa dan harapan tuhan sell menolong
2025-12-03T22:55:51Z,penyimak diskusi ini mungkin tidak semua pintar dan berpunya tetapi hampir bijak dan objektif next seharusnya mentri dari partai dikurangi perbanyak mentri mentri seperti pak purbaya yg konsisten tegak lurus dg presiden prabowo dan kebijakannya pro rakyat prabowo periode agar pertumbuhan ekonomi ri
2025-12-03T22:55:45Z,peacee tanya mentri sebelumnya ngapain ajaa
2025-12-03T22:55:44Z,kita butuh orang orang seperti ini good job
2025-12-03T22:47:13Z,pak gita wawasan kedepan hebat invest pendidikan ternyata seirama dengan pak pur andai sj pak gita bersedia dampingi pak pur akan semakin hebat indonesia pasti lebih baik
2025-12-03T22:46:56Z,daging
2025-12-03T22:45:23Z,sehat sehat pak pur
2025-12-03T22:40:57Z,dpr gak suka orang kyak gini kerjanya terlalu brutal sehat quot pak purbaya
2025-12-03T22:40:44Z,mau pak dapat beasiswa
2025-12-03T22:35:57Z,pak purbaya keren makasih pak gita sudah sharing
2025-12-03T22:32:19Z,pak pur dan pak gita ngobrol dengerin mereka berasa dikuliahin marvelous
2025-12-03T22:20:39Z,keren daging seemua
2025-12-03T22:20:34Z,keren nich chanel
2025-12-03T22:20:22Z,mestinya prof yohanes yang ahli pendidikan fisika matematika itu diajak biin orang pibter
2025-12-03T22:19:16Z,pak klo pertumbuhan ekonomi dah undang lg pak purbayanya
2025-12-03T22:17:39Z,sekolahkan saya pak
2025-12-03T22:16:45Z,pak purbaya ini adalah tipe pembelajar yang baik
2025-12-03T22:13:18Z,ngerti lu pada
2025-12-03T22:12:58Z,obrolan yang mantap menambah ilmu
2025-12-03T22:11:15Z,dulu mengagungkan sri mulyani adalah keliru sy selalu membanggakan rizal ramli kali ini lihat purbaya eh sri mulyani gk ada apa nya cuma cekik rakyat pajak pajak hutang hutang
2025-12-03T22:03:11Z,terima kasih pak gita pak purbaya ruang diskusi seperti ini diperlukan sekali
2025-12-03T22:02:56Z,ngerasa makin pinter gw dengerin ini
2025-12-03T22:01:47Z,tolong pak usut petani karet kenapa harganya murah tidak netap harga kurasa ada permainan kepada petani karet
2025-12-03T21:56:29Z,sehat dan panjang umur pak purbaya dan para pencerdas bangsa
2025-12-03T21:55:59Z,obrolan permasalahan kondisi riil ekonomi dan investasi dengan penalaran gaya bahasa khas orang teknik bener quot mahal episode podcast kali ini
2025-12-03T21:52:41Z,terimakasih banyak pak gita podcast terbaik
2025-12-03T21:52:27Z,sri mulyani koplak
2025-12-03T21:39:21Z,very useful podcast i ever listened terimakasih pak purbaya dan pak gita
2025-12-03T21:24:00Z,pak purbaya yes gita no
2025-12-03T21:07:49Z,schlumberger overseas senggol dong dikit lagi aramco pak
2025-12-03T20:52:15Z,ini baru mentri yg ahli dibidangnya bukan yg planga plongo yg isinya tua bangka gak ahli dibidangnya
2025-12-03T20:27:48Z,jiwa belajar ku mendidih kembali
2025-12-03T20:17:51Z,aku mau sih pak masterring design and illustration masih pgen belajar s
2025-12-03T20:06:37Z,two smart people
2025-12-03T20:02:31Z,terima kasih pak gita sudah memberikan kami ruang untuk belajar dengan konten konten bapak
2025-12-03T19:54:14Z,penutupan yang keren jam berasa menit
2025-12-03T19:40:13Z,w podcast
2025-12-03T19:38:08Z,mantap dua tokoh keren yang selalu optimis dan menginspirasi
2025-12-03T19:18:53Z,ini podcast isinya daging semua asli mantap
2025-12-03T19:14:10Z,ini faktor penghambat indonesia maju
2025-12-03T19:08:18Z,yang s dan bahayanya lagi dari yang s hasilnya jokian
2025-12-03T18:59:20Z,keren ada orang pejabat pemerintah masuk sini gais
2025-12-03T18:56:40Z,sy tdinya pesimis dngn keadaan ekonomi kita tpi stlah nonton ini mudah n pak purbaya kembli menumbuhkn harapan masyarakat indonesia
2025-12-03T18:55:48Z,monopoly market place tidak kesentuh
2025-12-03T18:50:51Z,pegatron
2025-12-03T18:49:02Z,buset pak ini brapa sks kuliah isinya daging semua
2025-12-03T18:44:32Z,ayolah gen z bantulah kita semua
2025-12-03T18:41:17Z,berapa orang yg bukan psikolog tapi bisa merasakan kedua orang ini bener pinter dibidangnya dan tidak nampak seorang politisi
2025-12-03T18:38:34Z,kuliah umum ini
2025-12-03T18:37:10Z,guru harusnya juta
2025-12-03T18:36:30Z,rasa kuliah praktek dilapangan jelasin teorinya disini
2025-12-03T18:35:21Z,semoga tuhan yang maha esa memberikan kita semakin banyak pemimpin negara yang perduli dengan pendidikan rakyatnya
2025-12-04T00:07:51Z,ternyata yg perlu dididik itu m nya doeloe percuma m dididik klw m m nya rusak invest t itu itu bukan invest kesehateraan itu itu invest pendidikan ya supaya bank itu praktek bgmn cara mengelola keuangan bukan cuma teori
2025-12-03T18:35:11Z,jam pagi dengerin kya gini tambah ga bisa tidur
2025-12-03T18:30:44Z,ini baru daging semua isi nya
2025-12-03T18:29:57Z,gaji guru jt gaji dosen jt guru sibuk dengan administrasi penilaian dosen sibuk dengan aplikasi administrasi ngajar secara bener kapan kemudian mengharap siswa pinter
2025-12-04T13:58:41Z,adik saya baru diangkat pns guru sudah lebih kok gajinya
2025-12-05T13:01:37Z,gajinya juta guru sertifikasi non asn klo asn gajinya bisa smpe juta sesuai golongan apa lagi asn sertifikasi
2025-12-06T18:08:55Z,itu poinnya
2025-12-06T18:40:59Z,juta harusnya bro
2025-12-07T08:45:53Z,digit om bisa pakai istilah quot sudah quot klo sekedar lebih mah pake aja istilah quot masih quot
2025-12-03T18:29:25Z,kelas
2025-12-03T18:29:09Z,bangga melihat dua putra terbaik bangsa bicara dengan intention mulia
2025-12-03T18:22:54Z,obrolan yang amat mencerdaskan dan mencerahkan
2025-12-03T18:13:56Z,terimakasih pak gita
2025-12-03T18:13:00Z,ekonomi akan lambat karna para koruptor
2025-12-03T18:11:25Z,i love the ending statement
2025-12-03T18:10:42Z,luar biasa pak ketua joss
2025-12-03T18:03:19Z,orang populer yang terbentuk dari integritas pasti isi kepalanya beda jauh dengan orang populer yang terbentuk dari hanya mecari popularitas
2025-12-03T17:58:29Z,keren kalian berdua luar biasa
2025-12-03T17:57:37Z,ini perlu kita tunggu sih gimna sejahteranya warga nkri
2025-12-03T17:56:42Z,sehat selalu pak pur dan pa gita
2025-12-03T17:56:11Z,jujur utk saya pribadi sehabis menonton video ini sepertinya masih ada harapan utk bangsa ini
2025-12-25T03:27:11Z,fr
2026-01-16T22:23:21Z,betul setuju
2025-12-03T17:54:24Z,gimana ya andai pak bahlil ikut diundang juga dan duduk ditengah
2025-12-03T17:54:19Z,global gonjang ganjing tidak peduli diluar kendali saya bisa apa the real orang stoik
2025-12-03T17:53:56Z,saya juga pendengar podcast anak pak gita kenal ketika ananda naik taksi online saya dan kami intens ngorbol ngalor ngidul tentang negara yg lucu ini d terimakasih karena kalian sangat menginspirasi
2025-12-03T21:23:09Z,lolgk guna
2025-12-03T17:52:16Z,motivator tuh gini ceritain suksesnya krna memang bukti nyata dari akademis pengalaman strategi bukan teori omong kosong proud all hail king pur
2025-12-03T17:51:14Z,terimakasih
2025-12-03T17:50:46Z,dari podcast ini kita paham bahwa orang yg banyak membaca bacaan yg mendukung keahliaanya sangat membantu dalam membuat kebijakan kebijakan yang bermutu harapannya calon presiden kedepan kutu buku bermutu amiin tulah siapa yg saya maksud
2025-12-03T17:42:33Z,akhirnya kebuka juga rahasia
2025-12-03T17:41:42Z,damn thanks pak mentri
2025-12-03T17:40:29Z,saking serunya ga berasa nonton podcast berasa ngobrol bareng mereka
2025-12-03T17:38:05Z,sikat bea cukai pak
2025-12-03T17:37:18Z,bayangin kalo pimpinan kita orang kayak mereka bukan badut yang itu
2025-12-03T17:37:03Z,pembahasan yg berkelas semoga pres prabowo bisa mengganti mentri lainnya selevel pak purbaya supaya ind bisa lari diatas mengejar keterpurukan th rejim yg lalu
2025-12-03T17:36:57Z,setengah jam terakhir berasa kuliah lagi saya pak terima kasih pak
2025-12-03T17:35:38Z,next undang generasi muda lagi quot ferry irwandi quot visi misinya kedepan
2025-12-04T14:05:37Z,males
2025-12-03T17:34:39Z,pak pur
2025-12-03T17:32:17Z,untuk ide untuk eksekusi
2025-12-03T17:32:16Z,gilak pak pur sepinter ini makasih pak gita
2025-12-03T17:31:06Z,bung gita cerdik betul dikeluarin semua masalah dan pengen tahu apa jawaban purbaya tapi tetap lbh berisi bung gita purbaya perlu diskusi yang kontiniu dengan bung gita tapi pak pur ok jugalah terbuka utk discourse
2025-12-03T17:30:39Z,total los namanya
2025-12-03T17:29:29Z,kuliah sks
2025-12-03T17:26:39Z,daging semua seperti kuliah ekonomi semester
2025-12-03T17:25:21Z,obrolan isinya daging semua mantap
2025-12-03T17:23:23Z,gilaa jam ga berasa
2025-12-03T17:21:12Z,isinya buku dan paper salut sih org yang rajin baca buku
2025-12-03T17:20:16Z,where have you been this is awesome thank you for this
2025-12-03T17:19:36Z,melihat orang pintar semangat belajar saya meningkat
2025-12-03T17:19:26Z,dalam ekonomi kenapa bunga dinamakan bunga kenapa tidak pakai kata lain daun misalnya
2025-12-03T17:18:28Z,jagoan nih
2025-12-03T17:14:17Z,rekrut dr tentara aja yg iq nya tinggi dan sekolahkan
2025-12-03T17:13:14Z,as an english teacher i am very proud and delighted to hear this tremendous and insightful discussion thank you pak gita for always highlighting how paramount education is
2025-12-03T17:11:52Z,obrolan asyik menteri amp ex menteri love u bapak bapak make indonesia great again
2025-12-03T17:11:20Z,electrical engineer economist
2025-12-03T17:11:06Z,gass kan sekolah terintregasi prabowo
2025-12-03T17:11:04Z,keren sharingnya thank you
2025-12-03T17:10:49Z,senang menyimak sekaligus prihatin karena dari jt rakyat indonesia sulit mencari sdm yg berkualitas dan mumpuni untuk bersaing ditingkat global dinegara ini inflasi politikus deflasi teknokrat
2025-12-03T17:10:18Z,purbaya bullshit
2025-12-03T17:09:55Z,siapa pak yg persulit investasi yg bpk ceritain
2025-12-03T17:08:11Z,ibarat kepala rumah tangga jaman jokowi sibuk bangun rumah bagus bagus anaknya sekolahnya ala kadarnya jaman prabowo nga tau nih
2025-12-03T17:08:11Z,kenapa dia yang kek presidennya yah wkwkwkwk
2025-12-03T17:06:54Z,apa itu m apa itu m ga tau saya yang penting nonton aja wkwk
2025-12-03T17:05:41Z,keren
2025-12-03T17:03:57Z,gita dungu sebelas dua belas dengan mulyani penipu rakyat sehat selalu pak purbaya
2025-12-03T17:02:25Z,sayangnya warga tiktok dan fb gk nonton ini imo
2025-12-03T17:00:24Z,respect king
2025-12-03T16:57:31Z,ganti mentri dari profesional jangan dari partai biar bisa kerja
2025-12-03T16:54:26Z,very good it opens up insights to become a developed country
2025-12-03T16:54:12Z,akhirnya
2025-12-03T16:53:45Z,perbincangan cerdas dan wapres nya gibran tidur lg
2025-12-03T16:52:58Z,dari sini kita dikasih tahu bahwa gen z itu memang mental pewaris sukanya yang instan gak mau yang prosesnya terlalu lama
2025-12-03T17:02:16Z,sotoy si
2025-12-03T16:51:04Z,ex mendag x menkeu
2025-12-03T16:48:41Z,klo sda pak pur q pasti tonton seru orangnya
2025-12-03T16:47:19Z,tontonan kaum menengah keatas
2025-12-03T16:46:02Z,terima kasih idola baru pak purbaya dari sini kita paham pendidikan sepenting itu dan menanamkan rasa optimisme itu sebuah kewajiban
2025-12-03T16:44:00Z,kenapa ndak cetak duit buat pabrik yg orientasinya ekspor buat ngasilin dolar dan pabrik buat menekan impor biar dolar ndak keluar cetak duitnya disesuaikan proyek
2025-12-03T16:43:25Z,selama puntung rokok atau sampah sendiri aja masih buang sembarangan bangsa ini masih dan akan sangat jauh tertinggal dalam hal apapun
2025-12-03T16:42:30Z,akhirnya terimakasih pak gita salah satu yang ditunggu tunggu
2025-12-04T04:19:33Z,semoga berkenan
2025-12-05T02:38:06Z,guru gembul dong pak
2025-12-05T05:24:25Z,apa yah membantu perekonomian kita
2025-12-05T11:30:08Z,kamu siapanya pak gita wiryawan kok ngelarang orang request tamu podcastnya pak gita
2025-12-05T12:04:09Z,bang itu bukan orang yg berkompeten
2025-12-03T16:42:00Z,kayak petinju keuangan bapak ini auranya
2025-12-03T16:41:31Z,pak purbaya walaupun mulutnya kesanya belagu tp ttp msh mau sangat menerima masukan ya kereen bgt
2025-12-03T16:39:44Z,terimakasih pak gita sudah mengundang pak purbaya terimakasih banyak pak pur semoga kita segera bertumbuh lebih cepat dan lebih baik lagi
2025-12-03T16:39:09Z,keren pa sering sering undang menteri pa
2025-12-03T16:36:44Z,menit ternyata gen z wkwkwk
2025-12-03T16:32:59Z,waaww
2025-12-03T16:32:08Z,pak s s kalo ga dpt kepastian job dr pemerintah sedih jg buang wktu pak kt butuh uang buat d tabung masa dpan butuh kerjaan pasti jg baru bs tenang studi
2025-12-03T16:31:29Z,dalem bnget ilmunya ini orang cerdas yg mencerdaskan
